Indic Sentence,English Sentence,cleaned_english_text,cleaned_bengali_text,token_english,token_bengali,POS_Tags_eng,POS_Tags_ben,NER_eng,NER_ben,stem_eng,stem_ben
সুতরাং আমি আশা করি যে আমার শিক্ষার্থীরা প্রকল্প পরিচালনার দ্বারা আমরা কী বোঝাই তার একটি ধারনা পেতে শুরু করেছে এটি মূলত পরিমাণগত কৌশলটি পাশাপাশি গুণগত কৌশলটি ব্যবহার করার একত্রিতকরণ যদিও আমি সময়ের জন্য গুণগত কৌশলতে যাচ্ছি।,So I hope the my students are have started getting a feel of what we mean by project management it is basically conglomeration of using the quantitative technique as well as the qualitative technique even though I am for the time being going into the qualitative technique.,so i hope the my students are have started getting a feel of what we mean by project management it is basically conglomeration of using the quantitative technique as well as the qualitative technique even though i am for the time being going into the qualitative technique,সুতরাং আমি আশা করি যে আমার শিক্ষার্থীরা প্রকল্প পরিচালনার দ্বারা আমরা কী বোঝাই তার একটি ধারনা পেতে শুরু করেছে এটি মূলত পরিমাণগত কৌশলটি পাশাপাশি গুণগত কৌশলটি ব্যবহার করার একত্রিতকরণ যদিও আমি সময়ের জন্য গুণগত কৌশলতে যাচ্ছি,"['so', 'i', 'hope', 'my', 'students', 'have', 'started', 'getting', 'a', 'feel', 'what', 'mean', 'project', 'management', 'basically', 'conglomeration', 'using', 'quantitative', 'technique', 'well', 'qualitative', 'technique', 'even', 'though', 'i', 'am', 'time', 'being', 'going', 'into', 'qualitative', 'technique']","['সুতরাং', 'আশা', 'করি', 'যে', 'শিক্ষার্থীরা', 'প্রকল্প', 'পরিচালনার', 'দ্বারা', 'কী', 'বোঝাই', 'তার', 'ধারনা', 'পেতে', 'শুরু', 'করেছে', 'মূলত', 'পরিমাণগত', 'কৌশলটি', 'পাশাপাশি', 'গুণগত', 'কৌশলটি', 'ব্যবহার', 'করার', 'একত্রিতকরণ', 'যদিও', 'সময়ের', 'জন্য', 'গুণগত', 'কৌশলতে', 'যাচ্ছি']","[('so', 'NNS'), ('i', 'VBP'), ('hope', 'JJ'), ('the', 'NN'), ('my', 'NN'), ('students', 'VBZ'), ('are', 'DT'), ('have', 'JJ'), ('started', 'NNS'), ('getting', 'VBP'), ('a', 'DT'), ('feel', 'JJ'), ('of', 'NN'), ('what', 'MD'), ('we', 'VB'), ('mean', 'NN'), ('by', 'NN'), ('project', 'NN'), ('management', 'NN'), ('it', 'NNS'), ('is', 'VBP'), ('basically', 'JJ'), ('conglomeration', 'NN'), ('of', 'IN'), ('using', 'JJ'), ('the', 'NN'), ('quantitative', 'MD'), ('technique', 'VB'), ('as', 'DT'), ('well', 'NN'), ('as', 'DT'), ('the', 'NN'), ('qualitative', 'NN'), ('technique', 'NN'), ('even', 'NN'), ('though', 'NN'), ('i', 'NNS'), ('am', 'DT'), ('for', 'JJ'), ('the', 'NN'), ('time', 'NN'), ('being', 'NN'), ('going', 'NN'), ('into', 'NNS'), ('the', 'VBP'), ('qualitative', 'JJ'), ('technique', 'NN')]","[('সুতরাং', 'CSB'), ('আমি', 'PPR'), ('আশা', 'NC'), ('করি', 'VM'), ('যে', 'CSB'), ('আমার', 'PPR'), ('শিক্ষার্থীরা', 'NC'), ('প্রকল্প', 'NC'), ('পরিচালনার', 'NC'), ('দ্বারা', 'PP'), ('আমরা', 'PPR'), ('কী', 'PWH'), ('বোঝাই', 'AMN'), ('তার', 'PPR'), ('একটি', 'JQ'), ('ধারনা', 'NC'), ('পেতে', 'VM'), ('শুরু', 'NC'), ('করেছে', 'VM'), ('এটি', 'PPR'), ('মূলত', 'AMN'), ('পরিমাণগত', 'JJ'), ('কৌশলটি', 'NC'), ('পাশাপাশি', 'JQ'), ('গুণগত', 'JJ'), ('কৌশলটি', 'NC'), ('ব্যবহার', 'NC'), ('করার', 'NV'), ('একত্রিতকরণ', 'NC'), ('যদিও', 'CSB'), ('আমি', 'PPR'), ('সময়ের', 'NC'), ('জন্য', 'PP'), ('গুণগত', 'JJ'), ('কৌশলতে', 'NC'), ('যাচ্ছি', 'VM')]","[('so', 'RB'), ('i', 'JJ'), ('hope', 'VBP'), ('my', 'PRP$'), ('students', 'NNS'), ('have', 'VBP'), ('started', 'VBN'), ('getting', 'VBG'), ('a', 'DT'), ('feel', 'NN'), ('what', 'WP'), ('mean', 'VBZ'), ('project', 'NN'), ('management', 'NN'), ('basically', 'RB'), ('conglomeration', 'NN'), ('using', 'VBG'), ('quantitative', 'JJ'), ('technique', 'NN'), ('well', 'RB'), ('qualitative', 'JJ'), ('technique', 'NN'), ('even', 'RB'), ('though', 'IN'), ('i', 'JJ'), ('am', 'VBP'), ('time', 'NN'), ('being', 'VBG'), ('going', 'VBG'), ('into', 'IN'), ('qualitative', 'JJ'), ('technique', 'NN')]","[('সুতরাং', 'O'), ('আমি', 'S-PER'), ('আশা', 'O'), ('করি', 'O'), ('যে', 'O'), ('আমার', 'S-PER'), ('শিক্ষার্থীরা', 'S-PER'), ('প্রকল্প', 'O'), ('পরিচালনার', 'O'), ('দ্বারা', 'O'), ('আমরা', 'S-PER'), ('কী', 'O'), ('বোঝাই', 'O'), ('তার', 'O'), ('একটি', 'O'), ('ধারনা', 'O'), ('পেতে', 'O'), ('শুরু', 'O'), ('করেছে', 'O'), ('এটি', 'O'), ('মূলত', 'O'), ('পরিমাণগত', 'O'), ('কৌশলটি', 'O'), ('পাশাপাশি', 'O'), ('গুণগত', 'O'), ('কৌশলটি', 'O'), ('ব্যবহার', 'O'), ('করার', 'O'), ('একত্রিতকরণ', 'O'), ('যদিও', 'O'), ('আমি', 'S-PER'), ('সময়ের', 'O'), ('জন্য', 'O'), ('গুণগত', 'O'), ('কৌশলতে', 'O'), ('যাচ্ছি', 'O')]","['so', 'i', 'hope', 'my', 'stude', 'have', 'start', 'gett', 'a', 'feel', 'what', 'mean', 'project', 'manageme', 'basical', 'conglomeration', 'u', 'quantitative', 'technique', 'well', 'qualitative', 'technique', 'even', 'though', 'i', 'am', 'time', 'be', 'go', 'into', 'qualitative', 'technique']","['সুতরাং', 'আশা', 'করি', 'য', 'শিক্ষার্থী', 'প্রকল্প', 'পরিচালনা', 'দ্বা', 'কী', 'বোঝাই', 'তা', 'ধারনা', 'পেত', 'শুরু', 'ক', 'মূলত', 'পরিমাণগত', 'কৌশলটি', 'পাশাপাশি', 'গুণগত', 'কৌশলটি', 'ব্যবহা', 'করা', 'একত্রিতকরণ', 'যদিও', 'সময়', 'জন্য', 'গুণগত', 'কৌশলত', 'যাচ্']"
"দিনের শেষে, বলার অপেক্ষা রাখে না এই সব মানুষ মহান ছিল, এই সব মানুষ মহান ঠিক ছিল; তারা মহৎ; তাদের জীবন থেকে, আমরা কিছু পাঠ শিখতে পারি?","At the end of the day, there is no point in saying all these people were great, all these people were great okay; they are great; from their lives, can we learn some lessons?",at the end of the day there is no point in saying all these people were great all these people were great okay they are great from their lives can we learn some lessons,দিনের শেষে বলার অপেক্ষা রাখে না এই সব মানুষ মহান ছিল এই সব মানুষ মহান ঠিক ছিল তারা মহৎ তাদের জীবন থেকে আমরা কিছু পাঠ শিখতে পারি,"['end', 'day', 'no', 'point', 'saying', 'all', 'people', 'great', 'all', 'people', 'great', 'okay', 'great', 'from', 'lives', 'can', 'learn', 'some', 'lessons']","['দিনের', 'শেষে', 'বলার', 'অপেক্ষা', 'রাখে', 'না', 'সব', 'মানুষ', 'মহান', 'ছিল', 'সব', 'মানুষ', 'মহান', 'ঠিক', 'ছিল', 'তারা', 'মহৎ', 'তাদের', 'জীবন', 'থেকে', 'কিছু', 'পাঠ', 'শিখতে', 'পারি']","[('at', 'DT'), ('the', 'NN'), ('end', 'NN'), ('of', 'IN'), ('the', 'NN'), ('day', 'NN'), ('there', 'NN'), ('is', 'NNS'), ('no', 'JJ'), ('point', 'NN'), ('in', 'NN'), ('saying', 'VBZ'), ('all', 'DT'), ('these', 'NN'), ('people', 'NN'), ('were', 'MD'), ('great', 'VB'), ('all', 'DT'), ('these', 'NN'), ('people', 'NN'), ('were', 'NN'), ('great', 'NN'), ('okay', 'MD'), ('they', 'VB'), ('are', 'DT'), ('great', 'JJ'), ('from', 'NN'), ('their', 'NN'), ('lives', 'NN'), ('can', 'NN'), ('we', 'NN'), ('learn', 'NN'), ('some', 'NNS'), ('lessons', 'VBP')]","[('দিনের', 'NC'), ('শেষে', 'NST'), ('বলার', 'NV'), ('অপেক্ষা', 'NC'), ('রাখে', 'VM'), ('না', 'CX'), ('এই', 'DAB'), ('সব', 'JQ'), ('মানুষ', 'NC'), ('মহান', 'NC'), ('ছিল', 'VM'), ('এই', 'DAB'), ('সব', 'JQ'), ('মানুষ', 'NC'), ('মহান', 'NC'), ('ঠিক', 'AMN'), ('ছিল', 'VM'), ('তারা', 'PPR'), ('মহৎ', 'NC'), ('তাদের', 'PPR'), ('জীবন', 'NC'), ('থেকে', 'PP'), ('আমরা', 'PPR'), ('কিছু', 'JQ'), ('পাঠ', 'NC'), ('শিখতে', 'VM'), ('পারি', 'VAUX')]","[('end', 'NN'), ('day', 'NN'), ('no', 'DT'), ('point', 'NN'), ('saying', 'VBG'), ('all', 'PDT'), ('people', 'NNS'), ('great', 'JJ'), ('all', 'DT'), ('people', 'NNS'), ('great', 'JJ'), ('okay', 'JJ'), ('great', 'JJ'), ('from', 'IN'), ('lives', 'NNS'), ('can', 'MD'), ('learn', 'VB'), ('some', 'DT'), ('lessons', 'NNS')]","[('দিনের', 'O'), ('শেষে', 'O'), ('বলার', 'O'), ('অপেক্ষা', 'O'), ('রাখে', 'O'), ('না', 'O'), ('এই', 'O'), ('সব', 'O'), ('মানুষ', 'S-PER'), ('মহান', 'O'), ('ছিল', 'O'), ('এই', 'O'), ('সব', 'O'), ('মানুষ', 'S-PER'), ('মহান', 'O'), ('ঠিক', 'O'), ('ছিল', 'O'), ('তারা', 'S-PER'), ('মহৎ', 'O'), ('তাদের', 'O'), ('জীবন', 'O'), ('থেকে', 'O'), ('আমরা', 'S-PER'), ('কিছু', 'O'), ('পাঠ', 'O'), ('শিখতে', 'O'), ('পারি', 'O')]","['end', 'day', 'no', 'poi', 'say', 'all', 'people', 'great', 'all', 'people', 'great', 'okay', 'great', 'from', 'live', 'can', 'learn', 'some', 'lesson']","['দিন', 'শেষ', 'বলা', 'অপেক্ষা', 'রাখ', 'না', 'সব', 'মানুষ', 'মহান', 'ছিল', 'সব', 'মানুষ', 'মহান', 'ঠিক', 'ছিল', 'তা', 'মহৎ', 'তাদ', 'জীবন', 'থেক', 'কিছু', 'পাঠ', 'শিখত', 'পারি']"
এ রকম আরও অনেক ঘটনা রয়েছে।,There are many more such instances.,there are many more such instances,এ রকম আরও অনেক ঘটনা রয়েছে,"['many', 'more', 'such', 'instances']","['রকম', 'ঘটনা', 'রয়েছে']","[('there', 'NN'), ('are', 'DT'), ('many', 'NN'), ('more', 'NN'), ('such', 'NNS'), ('instances', 'VBP')]","[('এ', 'DAB'), ('রকম', 'NC'), ('আরও', 'JQ'), ('অনেক', 'JQ'), ('ঘটনা', 'NC'), ('রয়েছে', 'VM')]","[('many', 'JJ'), ('more', 'JJR'), ('such', 'JJ'), ('instances', 'NNS')]","[('এ', 'O'), ('রকম', 'O'), ('আরও', 'O'), ('অনেক', 'O'), ('ঘটনা', 'O'), ('রয়েছে', 'O')]","['many', 'more', 'such', 'instance']","['রকম', 'ঘটনা', 'রয়']"
শরিফের দুই ছেলে—হাসান ও হুসেনও তিন মামলায় সহ-অভিযুক্ত।,"Apart from Sharif, his two sons –Hassan and Hussian – are also co-accused on all three cases.",apart from sharif his two sons hassan and hussian are also coaccused on all three cases,শরিফের দুই ছেলেহাসান ও হুসেনও তিন মামলায় সহঅভিযুক্ত,"['apart', 'from', 'sharif', 'his', 'two', 'sons', 'hassan', 'hussian', 'also', 'coaccused', 'all', 'three', 'cases']","['শরিফের', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']","[('apart', 'DT'), ('from', 'NN'), ('sharif', 'VBZ'), ('his', 'JJ'), ('two', 'NN'), ('sons', 'NNS'), ('hassan', 'VBP'), ('and', 'DT'), ('hussian', 'NN'), ('are', 'DT'), ('also', 'DT'), ('coaccused', 'NN'), ('on', 'IN'), ('all', 'DT'), ('three', 'NN'), ('cases', 'NN')]","[('শরিফের', 'NC'), ('দুই', 'JQ'), ('ছেলেহাসান', 'NC'), ('ও', 'CCD'), ('হুসেনও', 'NP'), ('তিন', 'JQ'), ('মামলায়', 'NC'), ('সহঅভিযুক্ত', 'JJ')]","[('apart', 'RB'), ('from', 'IN'), ('sharif', 'VB'), ('his', 'PRP$'), ('two', 'CD'), ('sons', 'NNS'), ('hassan', 'JJ'), ('hussian', 'NN'), ('also', 'RB'), ('coaccused', 'VBD'), ('all', 'DT'), ('three', 'CD'), ('cases', 'NNS')]","[('শরিফের', 'O'), ('দুই', 'O'), ('ছেলেহাসান', 'S-PER'), ('ও', 'O'), ('হুসেনও', 'O'), ('তিন', 'O'), ('মামলায়', 'O'), ('সহঅভিযুক্ত', 'O')]","['apart', 'from', 'sharif', 'hi', 'two', 'son', 'hassan', 'hussian', 'also', 'coaccu', 'all', 'three', 'case']","['শরিফ', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']"
শরিফের দুই ছেলে—হাসান ও হুসেনও তিন মামলায় সহ-অভিযুক্ত।,"Apart from Sharif, his two sons –Hassan and Hussian – are also co-accused on all three cases.",apart from sharif his two sons hassan and hussian are also coaccused on all three cases,শরিফের দুই ছেলেহাসান ও হুসেনও তিন মামলায় সহঅভিযুক্ত,"['apart', 'from', 'sharif', 'his', 'two', 'sons', 'hassan', 'hussian', 'also', 'coaccused', 'all', 'three', 'cases']","['শরিফের', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']","[('apart', 'DT'), ('from', 'NN'), ('sharif', 'VBZ'), ('his', 'JJ'), ('two', 'NN'), ('sons', 'NNS'), ('hassan', 'VBP'), ('and', 'DT'), ('hussian', 'NN'), ('are', 'DT'), ('also', 'DT'), ('coaccused', 'NN'), ('on', 'IN'), ('all', 'DT'), ('three', 'NN'), ('cases', 'NN')]","[('শরিফের', 'NC'), ('দুই', 'JQ'), ('ছেলেহাসান', 'NC'), ('ও', 'CCD'), ('হুসেনও', 'NP'), ('তিন', 'JQ'), ('মামলায়', 'NC'), ('সহঅভিযুক্ত', 'JJ')]","[('apart', 'RB'), ('from', 'IN'), ('sharif', 'VB'), ('his', 'PRP$'), ('two', 'CD'), ('sons', 'NNS'), ('hassan', 'JJ'), ('hussian', 'NN'), ('also', 'RB'), ('coaccused', 'VBD'), ('all', 'DT'), ('three', 'CD'), ('cases', 'NNS')]","[('শরিফের', 'O'), ('দুই', 'O'), ('ছেলেহাসান', 'S-PER'), ('ও', 'O'), ('হুসেনও', 'O'), ('তিন', 'O'), ('মামলায়', 'O'), ('সহঅভিযুক্ত', 'O')]","['apart', 'from', 'sharif', 'hi', 'two', 'son', 'hassan', 'hussian', 'also', 'coaccu', 'all', 'three', 'case']","['শরিফ', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']"
শরিফের দুই ছেলে—হাসান ও হুসেনও তিন মামলায় সহ-অভিযুক্ত।,"Apart from Sharif, his two sons –Hassan and Hussian – are also co-accused on all three cases.",apart from sharif his two sons hassan and hussian are also coaccused on all three cases,শরিফের দুই ছেলেহাসান ও হুসেনও তিন মামলায় সহঅভিযুক্ত,"['apart', 'from', 'sharif', 'his', 'two', 'sons', 'hassan', 'hussian', 'also', 'coaccused', 'all', 'three', 'cases']","['শরিফের', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']","[('apart', 'DT'), ('from', 'NN'), ('sharif', 'VBZ'), ('his', 'JJ'), ('two', 'NN'), ('sons', 'NNS'), ('hassan', 'VBP'), ('and', 'DT'), ('hussian', 'NN'), ('are', 'DT'), ('also', 'DT'), ('coaccused', 'NN'), ('on', 'IN'), ('all', 'DT'), ('three', 'NN'), ('cases', 'NN')]","[('শরিফের', 'NC'), ('দুই', 'JQ'), ('ছেলেহাসান', 'NC'), ('ও', 'CCD'), ('হুসেনও', 'NP'), ('তিন', 'JQ'), ('মামলায়', 'NC'), ('সহঅভিযুক্ত', 'JJ')]","[('apart', 'RB'), ('from', 'IN'), ('sharif', 'VB'), ('his', 'PRP$'), ('two', 'CD'), ('sons', 'NNS'), ('hassan', 'JJ'), ('hussian', 'NN'), ('also', 'RB'), ('coaccused', 'VBD'), ('all', 'DT'), ('three', 'CD'), ('cases', 'NNS')]","[('শরিফের', 'O'), ('দুই', 'O'), ('ছেলেহাসান', 'S-PER'), ('ও', 'O'), ('হুসেনও', 'O'), ('তিন', 'O'), ('মামলায়', 'O'), ('সহঅভিযুক্ত', 'O')]","['apart', 'from', 'sharif', 'hi', 'two', 'son', 'hassan', 'hussian', 'also', 'coaccu', 'all', 'three', 'case']","['শরিফ', 'দুই', 'ছেলেহাসান', 'হুসেনও', 'তিন', 'মামলায়', 'সহঅভিযুক্ত']"
তমলুক আদালতে সেই মামলা চলছে।,The case is underway in the court.,the case is underway in the court,তমলুক আদালতে সেই মামলা চলছে,"['case', 'underway', 'court']","['তমলুক', 'আদালতে', 'সেই', 'মামলা', 'চলছে']","[('the', 'NN'), ('case', 'NN'), ('is', 'NNS'), ('underway', 'VBP'), ('in', 'JJ'), ('the', 'NN'), ('court', 'NN')]","[('তমলুক', 'NC'), ('আদালতে', 'VM'), ('সেই', 'DAB'), ('মামলা', 'NC'), ('চলছে', 'VM')]","[('case', 'NN'), ('underway', 'JJ'), ('court', 'NN')]","[('তমলুক', 'O'), ('আদালতে', 'O'), ('সেই', 'O'), ('মামলা', 'O'), ('চলছে', 'O')]","['case', 'underway', 'court']","['তমলুক', 'আদালত', 'সেই', 'মামলা', 'চল']"
তমলুক আদালতে সেই মামলা চলছে।,The case is underway in the court.,the case is underway in the court,তমলুক আদালতে সেই মামলা চলছে,"['case', 'underway', 'court']","['তমলুক', 'আদালতে', 'সেই', 'মামলা', 'চলছে']","[('the', 'NN'), ('case', 'NN'), ('is', 'NNS'), ('underway', 'VBP'), ('in', 'JJ'), ('the', 'NN'), ('court', 'NN')]","[('তমলুক', 'NC'), ('আদালতে', 'VM'), ('সেই', 'DAB'), ('মামলা', 'NC'), ('চলছে', 'VM')]","[('case', 'NN'), ('underway', 'JJ'), ('court', 'NN')]","[('তমলুক', 'O'), ('আদালতে', 'O'), ('সেই', 'O'), ('মামলা', 'O'), ('চলছে', 'O')]","['case', 'underway', 'court']","['তমলুক', 'আদালত', 'সেই', 'মামলা', 'চল']"
র প্রশ্ন ওঠে?,A question arises?,a question arises,র প্রশ্ন ওঠে,"['a', 'question', 'arises']","['র', 'প্রশ্ন', 'ওঠে']","[('a', 'DT'), ('question', 'NN'), ('arises', 'DT')]","[('র', 'NC'), ('প্রশ্ন', 'NC'), ('ওঠে', 'VM')]","[('a', 'DT'), ('question', 'NN'), ('arises', 'NNS')]","[('র', 'O'), ('প্রশ্ন', 'O'), ('ওঠে', 'O')]","['a', 'question', 'arise']","['', 'প্রশ্ন', 'ওঠ']"
র প্রশ্ন ওঠে?,A question arises?,a question arises,র প্রশ্ন ওঠে,"['a', 'question', 'arises']","['র', 'প্রশ্ন', 'ওঠে']","[('a', 'DT'), ('question', 'NN'), ('arises', 'DT')]","[('র', 'NC'), ('প্রশ্ন', 'NC'), ('ওঠে', 'VM')]","[('a', 'DT'), ('question', 'NN'), ('arises', 'NNS')]","[('র', 'O'), ('প্রশ্ন', 'O'), ('ওঠে', 'O')]","['a', 'question', 'arise']","['', 'প্রশ্ন', 'ওঠ']"
কিন্তু তার আগেই প্রৌঢ় মারা গেলেন।,But he died before that.,but he died before that,কিন্তু তার আগেই প্রৌঢ় মারা গেলেন,"['but', 'died', 'before']","['কিন্তু', 'তার', 'প্রৌঢ়', 'মারা', 'গেলেন']","[('but', 'RB'), ('he', 'JJ'), ('died', 'NN'), ('before', 'NN'), ('that', 'NN')]","[('কিন্তু', 'CSB'), ('তার', 'PPR'), ('আগেই', 'NST'), ('প্রৌঢ়', 'NC'), ('মারা', 'NV'), ('গেলেন', 'VM')]","[('but', 'CC'), ('died', 'VBD'), ('before', 'IN')]","[('কিন্তু', 'O'), ('তার', 'O'), ('আগেই', 'O'), ('প্রৌঢ়', 'O'), ('মারা', 'O'), ('গেলেন', 'O')]","['but', 'di', 'before']","['কিন্তু', 'তা', 'প্রৌঢ়', 'মা', 'গেলেন']"
কিন্তু তার আগেই প্রৌঢ় মারা গেলেন।,But he died before that.,but he died before that,কিন্তু তার আগেই প্রৌঢ় মারা গেলেন,"['but', 'died', 'before']","['কিন্তু', 'তার', 'প্রৌঢ়', 'মারা', 'গেলেন']","[('but', 'RB'), ('he', 'JJ'), ('died', 'NN'), ('before', 'NN'), ('that', 'NN')]","[('কিন্তু', 'CSB'), ('তার', 'PPR'), ('আগেই', 'NST'), ('প্রৌঢ়', 'NC'), ('মারা', 'NV'), ('গেলেন', 'VM')]","[('but', 'CC'), ('died', 'VBD'), ('before', 'IN')]","[('কিন্তু', 'O'), ('তার', 'O'), ('আগেই', 'O'), ('প্রৌঢ়', 'O'), ('মারা', 'O'), ('গেলেন', 'O')]","['but', 'di', 'before']","['কিন্তু', 'তা', 'প্রৌঢ়', 'মা', 'গেলেন']"
